C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,name,type
6,6,5,5,5,21,24,18,5,5,three_strike_hunter_205,three_strike_hunter
6,5,5,5,5,5,19,21,24,5,three_strike_hunter_206,three_strike_hunter
6,6,5,5,18,20,25,5,5,5,three_strike_hunter_207,three_strike_hunter
6,6,6,5,5,5,5,23,18,21,three_strike_hunter_208,three_strike_hunter
6,6,6,6,6,5,5,18,25,17,three_strike_hunter_209,three_strike_hunter
6,6,5,5,23,19,21,5,5,5,three_strike_hunter_210,three_strike_hunter
6,19,20,21,6,6,6,6,5,5,three_strike_hunter_211,three_strike_hunter
6,6,6,25,18,19,5,5,5,5,three_strike_hunter_212,three_strike_hunter
6,6,6,6,21,20,20,5,5,5,three_strike_hunter_213,three_strike_hunter
6,6,18,19,25,6,5,5,5,5,three_strike_hunter_214,three_strike_hunter
6,6,21,19,22,6,5,5,5,5,three_strike_hunter_215,three_strike_hunter
6,6,24,19,20,5,5,5,5,5,three_strike_hunter_216,three_strike_hunter
6,20,20,18,6,6,6,6,6,6,three_strike_hunter_217,three_strike_hunter
6,6,5,5,5,5,19,18,26,5,three_strike_hunter_218,three_strike_hunter
6,6,6,6,21,19,18,6,6,6,three_strike_hunter_219,three_strike_hunter
6,6,6,19,22,17,6,6,6,6,three_strike_hunter_220,three_strike_hunter
6,19,20,20,6,6,6,6,6,5,three_strike_hunter_221,three_strike_hunter
6,6,6,6,5,5,20,22,19,5,three_strike_hunter_222,three_strike_hunter
6,6,6,6,6,6,18,21,19,6,three_strike_hunter_223,three_strike_hunter
6,6,5,5,5,21,18,24,5,5,three_strike_hunter_224,three_strike_hunter
5,5,23,22,20,5,5,5,5,5,three_strike_hunter_225,three_strike_hunter
5,5,5,5,5,21,21,23,5,5,three_strike_hunter_226,three_strike_hunter
5,5,5,5,5,23,19,23,5,5,three_strike_hunter_227,three_strike_hunter
6,6,6,6,6,21,20,19,5,5,three_strike_hunter_228,three_strike_hunter
6,6,6,6,5,5,5,21,18,22,three_strike_hunter_229,three_strike_hunter
6,6,5,5,5,21,25,17,5,5,three_strike_hunter_230,three_strike_hunter
6,6,6,6,6,5,16,17,27,5,three_strike_hunter_231,three_strike_hunter
18,24,20,6,6,6,5,5,5,5,three_strike_hunter_232,three_strike_hunter
6,6,6,5,5,21,19,22,5,5,three_strike_hunter_233,three_strike_hunter
6,5,5,5,5,20,24,20,5,5,three_strike_hunter_234,three_strike_hunter
23,21,21,5,5,5,5,5,5,5,three_strike_hunter_235,three_strike_hunter
6,24,16,24,5,5,5,5,5,5,three_strike_hunter_236,three_strike_hunter
6,5,5,5,5,5,5,20,18,26,three_strike_hunter_237,three_strike_hunter
6,6,6,23,21,18,5,5,5,5,three_strike_hunter_238,three_strike_hunter
6,25,17,20,6,6,5,5,5,5,three_strike_hunter_239,three_strike_hunter
5,5,5,5,22,25,18,5,5,5,three_strike_hunter_240,three_strike_hunter
5,21,21,23,5,5,5,5,5,5,three_strike_hunter_241,three_strike_hunter
17,24,23,6,5,5,5,5,5,5,three_strike_hunter_242,three_strike_hunter
5,5,5,5,5,5,22,20,23,5,three_strike_hunter_243,three_strike_hunter
6,6,6,5,20,25,17,5,5,5,three_strike_hunter_244,three_strike_hunter
6,19,21,19,6,6,6,6,6,5,three_strike_hunter_245,three_strike_hunter
6,6,6,6,6,6,5,23,17,19,three_strike_hunter_246,three_strike_hunter
5,5,5,5,5,5,5,22,21,22,three_strike_hunter_247,three_strike_hunter
6,6,6,6,5,5,5,20,25,16,three_strike_hunter_248,three_strike_hunter
6,6,6,6,5,5,21,18,22,5,three_strike_hunter_249,three_strike_hunter
6,6,21,19,20,6,6,6,5,5,three_strike_hunter_250,three_strike_hunter
6,6,21,25,17,5,5,5,5,5,three_strike_hunter_251,three_strike_hunter
6,6,6,5,19,21,22,5,5,5,three_strike_hunter_252,three_strike_hunter
5,5,5,5,5,24,21,20,5,5,three_strike_hunter_253,three_strike_hunter
6,6,6,6,5,24,18,19,5,5,three_strike_hunter_254,three_strike_hunter
6,18,26,19,6,5,5,5,5,5,three_strike_hunter_255,three_strike_hunter
6,6,5,5,5,5,5,24,22,17,three_strike_hunter_256,three_strike_hunter
23,25,17,5,5,5,5,5,5,5,three_strike_hunter_257,three_strike_hunter
6,6,6,5,5,5,5,20,22,20,three_strike_hunter_258,three_strike_hunter
5,22,21,22,5,5,5,5,5,5,three_strike_hunter_259,three_strike_hunter
6,6,6,6,6,23,19,18,5,5,three_strike_hunter_260,three_strike_hunter
5,5,5,5,5,25,22,18,5,5,three_strike_hunter_261,three_strike_hunter
5,5,5,5,5,21,23,21,5,5,three_strike_hunter_262,three_strike_hunter
6,6,6,6,21,21,19,5,5,5,three_strike_hunter_263,three_strike_hunter
18,19,26,6,6,5,5,5,5,5,three_strike_hunter_264,three_strike_hunter
6,6,5,21,18,24,5,5,5,5,three_strike_hunter_265,three_strike_hunter
6,24,19,21,5,5,5,5,5,5,three_strike_hunter_266,three_strike_hunter
6,6,17,25,20,6,5,5,5,5,three_strike_hunter_267,three_strike_hunter
6,6,6,20,22,19,6,5,5,5,three_strike_hunter_268,three_strike_hunter
6,6,6,6,6,20,20,19,6,5,three_strike_hunter_269,three_strike_hunter
5,5,19,21,25,5,5,5,5,5,three_strike_hunter_270,three_strike_hunter
6,6,6,6,6,19,17,24,5,5,three_strike_hunter_271,three_strike_hunter
6,5,5,5,23,23,18,5,5,5,three_strike_hunter_272,three_strike_hunter
6,17,21,23,6,6,6,5,5,5,three_strike_hunter_273,three_strike_hunter
6,6,6,6,5,5,23,17,21,5,three_strike_hunter_274,three_strike_hunter
6,6,19,18,25,6,5,5,5,5,three_strike_hunter_275,three_strike_hunter
6,6,6,6,6,6,21,19,18,6,three_strike_hunter_276,three_strike_hunter
6,6,6,6,6,23,19,18,5,5,three_strike_hunter_277,three_strike_hunter
19,20,19,6,6,6,6,6,6,6,three_strike_hunter_278,three_strike_hunter
6,6,5,24,23,16,5,5,5,5,three_strike_hunter_279,three_strike_hunter
6,6,5,17,24,22,5,5,5,5,three_strike_hunter_280,three_strike_hunter
6,6,5,5,5,5,5,24,20,19,three_strike_hunter_281,three_strike_hunter
6,6,6,6,5,5,5,25,19,17,three_strike_hunter_282,three_strike_hunter
5,24,23,18,5,5,5,5,5,5,three_strike_hunter_283,three_strike_hunter
6,6,5,5,5,5,5,19,19,25,three_strike_hunter_284,three_strike_hunter
6,19,18,25,6,6,5,5,5,5,three_strike_hunter_285,three_strike_hunter
5,5,5,5,22,23,20,5,5,5,three_strike_hunter_286,three_strike_hunter
6,20,20,22,6,6,5,5,5,5,three_strike_hunter_287,three_strike_hunter
6,6,6,16,26,20,5,5,5,5,three_strike_hunter_288,three_strike_hunter
6,6,6,6,6,6,5,19,21,19,three_strike_hunter_289,three_strike_hunter
6,6,6,6,24,21,16,5,5,5,three_strike_hunter_290,three_strike_hunter
6,20,24,18,6,6,5,5,5,5,three_strike_hunter_291,three_strike_hunter
5,5,5,23,23,19,5,5,5,5,three_strike_hunter_292,three_strike_hunter
6,5,5,5,23,18,23,5,5,5,three_strike_hunter_293,three_strike_hunter
6,6,6,5,5,5,5,20,21,21,three_strike_hunter_294,three_strike_hunter
6,6,6,6,21,17,22,6,5,5,three_strike_hunter_295,three_strike_hunter
6,6,6,17,17,27,6,5,5,5,three_strike_hunter_296,three_strike_hunter
6,6,6,5,5,5,5,19,17,26,three_strike_hunter_297,three_strike_hunter
5,5,5,18,24,23,5,5,5,5,three_strike_hunter_298,three_strike_hunter
6,5,5,5,5,5,19,25,20,5,three_strike_hunter_299,three_strike_hunter
6,22,22,20,5,5,5,5,5,5,three_strike_hunter_300,three_strike_hunter
6,6,5,5,5,5,5,18,24,21,three_strike_hunter_301,three_strike_hunter
6,5,5,5,5,22,17,25,5,5,three_strike_hunter_302,three_strike_hunter
6,6,6,19,18,21,6,6,6,6,three_strike_hunter_303,three_strike_hunter
6,5,5,22,23,19,5,5,5,5,three_strike_hunter_304,three_strike_hunter
6,6,6,6,20,17,23,6,5,5,three_strike_hunter_305,three_strike_hunter
6,5,17,23,24,5,5,5,5,5,three_strike_hunter_306,three_strike_hunter
6,6,6,5,17,21,24,5,5,5,three_strike_hunter_307,three_strike_hunter
6,6,6,19,20,23,5,5,5,5,three_strike_hunter_308,three_strike_hunter
6,6,6,6,17,25,18,6,5,5,three_strike_hunter_309,three_strike_hunter
6,6,6,6,5,18,25,18,5,5,three_strike_hunter_310,three_strike_hunter
6,6,6,6,6,6,22,18,18,6,three_strike_hunter_311,three_strike_hunter
6,6,5,5,5,22,22,19,5,5,three_strike_hunter_312,three_strike_hunter
6,6,5,5,5,5,5,18,21,24,three_strike_hunter_313,three_strike_hunter
6,25,18,18,6,6,6,5,5,5,three_strike_hunter_314,three_strike_hunter
6,5,5,5,23,23,18,5,5,5,three_strike_hunter_315,three_strike_hunter
6,6,24,18,21,5,5,5,5,5,three_strike_hunter_316,three_strike_hunter
6,6,6,20,18,20,6,6,6,6,three_strike_hunter_317,three_strike_hunter
6,6,5,5,5,5,20,23,20,5,three_strike_hunter_318,three_strike_hunter
6,5,5,5,18,21,25,5,5,5,three_strike_hunter_319,three_strike_hunter
6,6,6,6,23,20,18,5,5,5,three_strike_hunter_320,three_strike_hunter
6,6,6,6,5,5,5,27,17,17,three_strike_hunter_321,three_strike_hunter
6,6,6,6,6,5,20,22,18,5,three_strike_hunter_322,three_strike_hunter
6,5,5,20,20,24,5,5,5,5,three_strike_hunter_323,three_strike_hunter
6,6,6,6,6,20,20,20,5,5,three_strike_hunter_324,three_strike_hunter
17,22,20,6,6,6,6,6,6,5,three_strike_hunter_325,three_strike_hunter
6,6,6,5,5,18,22,22,5,5,three_strike_hunter_326,three_strike_hunter
6,6,6,6,6,6,18,20,21,5,three_strike_hunter_327,three_strike_hunter
6,6,6,5,21,19,22,5,5,5,three_strike_hunter_328,three_strike_hunter
6,6,17,22,21,6,6,6,5,5,three_strike_hunter_329,three_strike_hunter
19,25,18,6,6,6,5,5,5,5,three_strike_hunter_330,three_strike_hunter
6,6,6,5,5,5,5,18,18,26,three_strike_hunter_331,three_strike_hunter
6,6,6,5,5,5,24,20,18,5,three_strike_hunter_332,three_strike_hunter
6,6,6,6,6,5,17,22,21,5,three_strike_hunter_333,three_strike_hunter
6,6,5,5,19,24,20,5,5,5,three_strike_hunter_334,three_strike_hunter
6,6,19,20,19,6,6,6,6,6,three_strike_hunter_335,three_strike_hunter
6,5,5,5,5,17,23,24,5,5,three_strike_hunter_336,three_strike_hunter
6,5,18,25,21,5,5,5,5,5,three_strike_hunter_337,three_strike_hunter
6,24,20,17,6,6,6,5,5,5,three_strike_hunter_338,three_strike_hunter
22,24,18,6,5,5,5,5,5,5,three_strike_hunter_339,three_strike_hunter
6,6,6,6,5,25,17,19,5,5,three_strike_hunter_340,three_strike_hunter
6,6,5,5,18,24,21,5,5,5,three_strike_hunter_341,three_strike_hunter
6,6,6,5,5,5,21,18,23,5,three_strike_hunter_342,three_strike_hunter
6,6,6,6,6,6,5,17,21,21,three_strike_hunter_343,three_strike_hunter
6,6,5,16,26,21,5,5,5,5,three_strike_hunter_344,three_strike_hunter
6,20,17,25,6,6,5,5,5,5,three_strike_hunter_345,three_strike_hunter
5,5,5,5,5,5,22,21,22,5,three_strike_hunter_346,three_strike_hunter
6,6,6,6,19,21,19,6,6,5,three_strike_hunter_347,three_strike_hunter
6,19,21,23,6,5,5,5,5,5,three_strike_hunter_348,three_strike_hunter
25,17,22,6,5,5,5,5,5,5,three_strike_hunter_349,three_strike_hunter
6,6,6,20,21,20,6,5,5,5,three_strike_hunter_350,three_strike_hunter
6,7,15,8,9,14,8,9,15,9,streak_breaker_1,streak_breaker
7,6,15,7,8,17,7,8,16,9,streak_breaker_2,streak_breaker
8,8,14,7,8,15,8,7,16,9,streak_breaker_3,streak_breaker
7,8,17,9,9,15,9,6,14,6,streak_breaker_4,streak_breaker
7,7,18,6,9,15,7,7,16,8,streak_breaker_5,streak_breaker
7,9,16,7,8,16,6,8,16,7,streak_breaker_6,streak_breaker
9,7,13,7,8,17,7,8,15,9,streak_breaker_7,streak_breaker
9,6,16,6,8,17,6,7,17,8,streak_breaker_8,streak_breaker
8,6,16,7,10,14,6,8,17,8,streak_breaker_9,streak_breaker
9,7,15,6,9,15,9,8,15,7,streak_breaker_10,streak_breaker
7,9,15,8,9,16,6,7,16,7,streak_breaker_11,streak_breaker
7,8,15,8,9,17,7,6,14,9,streak_breaker_12,streak_breaker
7,9,16,9,7,15,8,6,17,6,streak_breaker_13,streak_breaker
7,7,16,6,6,16,8,8,16,10,streak_breaker_14,streak_breaker
9,7,14,8,9,14,9,6,18,6,streak_breaker_15,streak_breaker
6,7,15,7,9,16,7,9,16,8,streak_breaker_16,streak_breaker
9,7,16,9,8,16,9,6,14,6,streak_breaker_17,streak_breaker
8,7,15,7,7,15,10,7,17,7,streak_breaker_18,streak_breaker
8,7,15,7,8,16,7,8,15,9,streak_breaker_19,streak_breaker
9,6,16,7,7,14,8,9,16,8,streak_breaker_20,streak_breaker
9,9,14,6,8,15,6,9,16,8,streak_breaker_21,streak_breaker
7,6,15,8,8,14,7,7,18,10,streak_breaker_22,streak_breaker
8,7,14,10,8,17,7,6,16,7,streak_breaker_23,streak_breaker
8,6,17,7,8,18,7,6,16,7,streak_breaker_24,streak_breaker
9,8,16,8,7,14,8,8,14,8,streak_breaker_25,streak_breaker
7,8,14,6,9,16,7,8,16,9,streak_breaker_26,streak_breaker
9,7,15,6,9,15,9,7,17,6,streak_breaker_27,streak_breaker
8,7,18,8,6,15,7,6,18,7,streak_breaker_28,streak_breaker
8,8,16,9,9,16,6,9,13,6,streak_breaker_29,streak_breaker
7,7,17,7,10,14,7,6,16,9,streak_breaker_30,streak_breaker
7,9,14,9,7,15,9,9,15,6,streak_breaker_31,streak_breaker
8,9,17,6,7,16,8,6,16,7,streak_breaker_32,streak_breaker
8,8,17,7,7,15,9,7,15,7,streak_breaker_33,streak_breaker
9,8,15,9,8,15,6,7,14,9,streak_breaker_34,streak_breaker
7,8,17,8,6,14,9,8,14,9,streak_breaker_35,streak_breaker
6,10,17,8,7,14,6,9,17,6,streak_breaker_36,streak_breaker
8,8,17,7,8,14,8,7,16,7,streak_breaker_37,streak_breaker
6,8,16,7,7,18,6,8,16,8,streak_breaker_38,streak_breaker
9,8,13,8,9,14,8,8,15,8,streak_breaker_39,streak_breaker
7,9,13,9,9,13,9,9,16,6,streak_breaker_40,streak_breaker
7,8,17,8,6,16,8,7,14,9,streak_breaker_41,streak_breaker
9,6,15,7,6,16,7,7,17,10,streak_breaker_42,streak_breaker
8,8,15,6,7,15,9,8,15,9,streak_breaker_43,streak_breaker
9,9,14,6,8,14,6,8,17,9,streak_breaker_44,streak_breaker
7,8,15,8,9,16,7,8,14,8,streak_breaker_45,streak_breaker
8,8,16,9,7,17,6,8,15,6,streak_breaker_46,streak_breaker
8,7,15,7,8,16,8,7,15,9,streak_breaker_47,streak_breaker
8,7,15,7,7,15,9,7,17,8,streak_breaker_48,streak_breaker
9,7,17,7,6,14,8,8,16,8,streak_breaker_49,streak_breaker
7,8,16,6,8,15,10,7,16,7,streak_breaker_50,streak_breaker
8,8,17,7,6,16,7,7,17,7,streak_breaker_51,streak_breaker
7,9,15,6,7,17,9,7,14,9,streak_breaker_52,streak_breaker
9,6,15,8,8,17,6,9,15,7,streak_breaker_53,streak_breaker
7,6,16,8,7,18,6,7,17,8,streak_breaker_54,streak_breaker
6,7,15,9,10,17,7,7,15,7,streak_breaker_55,streak_breaker
9,8,14,8,8,16,8,8,14,7,streak_breaker_56,streak_breaker
7,9,16,7,6,16,7,9,17,6,streak_breaker_57,streak_breaker
9,8,15,8,6,14,9,8,14,9,streak_breaker_58,streak_breaker
6,10,16,8,7,18,7,7,15,6,streak_breaker_59,streak_breaker
9,7,14,8,8,13,9,7,16,9,streak_breaker_60,streak_breaker
9,9,16,7,6,17,7,6,16,7,streak_breaker_61,streak_breaker
8,9,15,8,7,14,7,7,16,9,streak_breaker_62,streak_breaker
6,6,15,7,9,17,9,7,17,7,streak_breaker_63,streak_breaker
6,7,16,9,7,15,9,8,15,8,streak_breaker_64,streak_breaker
8,8,17,9,8,15,6,7,15,7,streak_breaker_65,streak_breaker
8,9,14,7,8,14,7,10,14,9,streak_breaker_66,streak_breaker
8,8,16,6,7,17,7,9,16,6,streak_breaker_67,streak_breaker
7,7,15,8,6,17,8,7,17,8,streak_breaker_68,streak_breaker
7,7,15,8,9,14,9,6,16,9,streak_breaker_69,streak_breaker
6,6,16,8,6,16,10,7,18,7,streak_breaker_70,streak_breaker
6,9,17,9,6,14,8,8,15,8,streak_breaker_71,streak_breaker
7,8,17,7,7,15,8,7,15,9,streak_breaker_72,streak_breaker
6,8,16,8,7,16,7,8,16,8,streak_breaker_73,streak_breaker
6,10,16,8,6,17,9,7,15,6,streak_breaker_74,streak_breaker
7,6,15,7,7,18,9,9,15,7,streak_breaker_75,streak_breaker
9,8,16,8,6,17,6,7,15,8,streak_breaker_76,streak_breaker
8,9,14,6,9,16,7,8,16,7,streak_breaker_77,streak_breaker
9,6,15,6,8,16,8,8,17,7,streak_breaker_78,streak_breaker
8,9,16,7,8,14,6,9,15,8,streak_breaker_79,streak_breaker
7,7,17,9,7,15,8,8,16,6,streak_breaker_80,streak_breaker
9,8,14,6,8,15,6,9,16,9,streak_breaker_81,streak_breaker
8,6,14,9,7,16,9,10,15,6,streak_breaker_82,streak_breaker
8,7,15,7,9,16,7,7,15,9,streak_breaker_83,streak_breaker
9,9,16,10,7,14,7,7,14,7,streak_breaker_84,streak_breaker
7,9,17,9,8,14,8,6,14,8,streak_breaker_85,streak_breaker
7,7,16,7,8,15,8,8,15,9,streak_breaker_86,streak_breaker
8,9,14,9,8,14,8,8,15,7,streak_breaker_87,streak_breaker
9,9,15,7,9,14,8,6,14,9,streak_breaker_88,streak_breaker
9,8,14,8,6,16,9,7,15,8,streak_breaker_89,streak_breaker
9,7,14,7,9,14,8,7,17,8,streak_breaker_90,streak_breaker
8,7,17,8,8,15,6,7,15,9,streak_breaker_91,streak_breaker
6,8,14,9,7,15,7,9,17,8,streak_breaker_92,streak_breaker
9,7,17,7,9,15,6,6,17,7,streak_breaker_93,streak_breaker
7,7,15,6,7,17,7,9,16,9,streak_breaker_94,streak_breaker
6,7,18,7,10,16,6,6,18,6,streak_breaker_95,streak_breaker
7,9,15,8,9,17,6,6,14,9,streak_breaker_96,streak_breaker
7,7,16,7,8,15,8,7,17,8,streak_breaker_97,streak_breaker
8,10,13,7,8,16,6,8,17,7,streak_breaker_98,streak_breaker
8,7,17,9,7,15,7,6,15,9,streak_breaker_99,streak_breaker
8,6,16,8,9,17,7,7,16,6,streak_breaker_100,streak_breaker
9,8,15,8,7,14,9,7,15,8,streak_breaker_101,streak_breaker
9,10,14,7,7,17,7,6,17,6,streak_breaker_102,streak_breaker
9,7,16,8,7,15,7,8,16,7,streak_breaker_103,streak_breaker
8,9,15,7,8,15,7,6,16,9,streak_breaker_104,streak_breaker
8,7,15,9,7,16,7,8,15,8,streak_breaker_105,streak_breaker
8,8,15,9,7,15,8,8,14,8,streak_breaker_106,streak_breaker
9,7,16,10,7,17,6,6,15,7,streak_breaker_107,streak_breaker
9,9,13,6,9,13,8,9,16,8,streak_breaker_108,streak_breaker
9,9,15,9,9,15,6,7,14,7,streak_breaker_109,streak_breaker
9,7,15,6,7,15,8,7,17,9,streak_breaker_110,streak_breaker
8,6,15,7,7,17,7,10,16,7,streak_breaker_111,streak_breaker
6,8,17,8,7,14,9,7,15,9,streak_breaker_112,streak_breaker
8,6,15,7,9,16,8,8,15,8,streak_breaker_113,streak_breaker
8,9,16,6,7,18,6,7,15,8,streak_breaker_114,streak_breaker
7,9,15,8,9,14,9,8,14,7,streak_breaker_115,streak_breaker
7,7,16,7,6,15,8,7,17,10,streak_breaker_116,streak_breaker
6,9,16,7,8,14,9,7,15,9,streak_breaker_117,streak_breaker
8,7,15,8,9,16,8,7,16,6,streak_breaker_118,streak_breaker
8,8,16,7,8,15,8,7,16,7,streak_breaker_119,streak_breaker
9,8,15,7,6,17,7,9,14,8,streak_breaker_120,streak_breaker
7,9,14,8,7,14,8,7,17,9,streak_breaker_121,streak_breaker
9,8,14,7,6,16,9,7,15,9,streak_breaker_122,streak_breaker
6,8,15,8,6,18,8,7,18,6,streak_breaker_123,streak_breaker
8,8,14,6,7,16,10,7,16,8,streak_breaker_124,streak_breaker
7,7,15,8,8,15,9,9,16,6,streak_breaker_125,streak_breaker
9,8,15,8,9,14,7,7,16,7,streak_breaker_126,streak_breaker
9,6,16,8,10,16,6,7,15,7,streak_breaker_127,streak_breaker
9,7,16,9,7,16,7,7,15,7,streak_breaker_128,streak_breaker
8,7,16,8,7,15,7,9,17,6,streak_breaker_129,streak_breaker
9,7,15,8,9,14,7,9,15,7,streak_breaker_130,streak_breaker
9,10,16,7,7,14,8,7,16,6,streak_breaker_131,streak_breaker
6,7,16,7,9,15,9,7,15,9,streak_breaker_132,streak_breaker
8,9,17,8,8,17,6,7,13,7,streak_breaker_133,streak_breaker
8,9,17,6,9,14,7,7,15,8,streak_breaker_134,streak_breaker
8,7,15,7,7,15,6,9,17,9,streak_breaker_135,streak_breaker
7,7,15,9,8,13,8,9,16,8,streak_breaker_136,streak_breaker
9,9,15,8,7,15,6,8,14,9,streak_breaker_137,streak_breaker
8,7,15,9,9,14,8,9,14,7,streak_breaker_138,streak_breaker
8,9,14,8,9,14,8,9,15,6,streak_breaker_139,streak_breaker
8,6,15,7,9,16,6,9,17,7,streak_breaker_140,streak_breaker
9,9,14,9,9,14,7,7,14,8,streak_breaker_141,streak_breaker
7,8,17,7,8,14,8,9,15,7,streak_breaker_142,streak_breaker
9,9,15,8,6,16,6,8,14,9,streak_breaker_143,streak_breaker
9,8,14,10,8,15,9,6,14,7,streak_breaker_144,streak_breaker
9,10,15,9,7,16,8,6,14,6,streak_breaker_145,streak_breaker
7,7,14,7,7,17,9,9,14,9,streak_breaker_146,streak_breaker
7,6,15,8,9,17,8,7,15,8,streak_breaker_147,streak_breaker
8,7,15,8,8,15,7,9,16,7,streak_breaker_148,streak_breaker
6,8,15,8,6,16,9,9,15,8,streak_breaker_149,streak_breaker
7,9,15,6,8,16,7,10,14,8,streak_breaker_150,streak_breaker
9,7,16,7,8,14,8,8,17,6,streak_breaker_151,streak_breaker
6,6,16,8,8,15,9,7,16,9,streak_breaker_152,streak_breaker
9,8,14,9,8,13,7,9,16,7,streak_breaker_153,streak_breaker
6,9,16,8,7,16,8,7,15,8,streak_breaker_154,streak_breaker
6,6,14,8,9,16,6,10,16,9,streak_breaker_155,streak_breaker
6,8,14,7,8,16,9,8,16,8,streak_breaker_156,streak_breaker
9,9,17,7,7,15,9,7,14,6,streak_breaker_157,streak_breaker
6,9,14,9,9,17,7,7,14,8,streak_breaker_158,streak_breaker
9,7,14,6,8,15,9,8,16,8,streak_breaker_159,streak_breaker
6,9,17,7,7,15,6,9,15,9,streak_breaker_160,streak_breaker
9,8,14,9,9,14,8,6,14,9,streak_breaker_161,streak_breaker
8,8,16,6,6,15,7,9,17,8,streak_breaker_162,streak_breaker
7,6,15,7,9,17,9,8,15,7,streak_breaker_163,streak_breaker
7,8,14,8,9,14,8,9,14,9,streak_breaker_164,streak_breaker
7,8,16,6,6,16,8,8,16,9,streak_breaker_165,streak_breaker
8,8,15,8,6,16,9,8,16,6,streak_breaker_166,streak_breaker
6,9,14,7,7,15,9,8,16,9,streak_breaker_167,streak_breaker
8,7,15,7,9,15,7,7,16,9,streak_breaker_168,streak_breaker
6,7,16,9,6,15,9,10,14,8,streak_breaker_169,streak_breaker
8,7,16,7,6,15,8,9,15,9,streak_breaker_170,streak_breaker
8,9,16,6,6,16,9,7,15,8,streak_breaker_171,streak_breaker
8,9,15,6,7,16,9,7,16,7,streak_breaker_172,streak_breaker
7,10,14,8,6,17,8,9,14,7,streak_breaker_173,streak_breaker
8,6,16,8,6,17,9,6,15,9,streak_breaker_174,streak_breaker
7,9,15,7,6,16,9,9,16,6,streak_breaker_175,streak_breaker
8,9,15,9,8,13,7,9,13,9,streak_breaker_176,streak_breaker
8,8,13,7,9,15,9,8,15,8,streak_breaker_177,streak_breaker
8,9,14,9,8,16,8,6,16,6,streak_breaker_178,streak_breaker
6,8,16,6,9,16,9,7,16,7,streak_breaker_179,streak_breaker
7,6,14,10,9,17,8,7,14,8,streak_breaker_180,streak_breaker
6,7,16,8,9,18,8,7,14,7,streak_breaker_181,streak_breaker
7,6,17,8,7,15,8,9,15,8,streak_breaker_182,streak_breaker
8,7,14,9,8,15,8,9,14,8,streak_breaker_183,streak_breaker
6,8,16,7,9,14,9,10,15,6,streak_breaker_184,streak_breaker
8,9,15,8,9,14,7,8,14,8,streak_breaker_185,streak_breaker
8,7,15,9,10,16,6,7,15,7,streak_breaker_186,streak_breaker
7,8,14,6,8,17,9,7,15,9,streak_breaker_187,streak_breaker
8,10,14,6,8,16,9,6,16,7,streak_breaker_188,streak_breaker
8,9,15,9,7,16,7,9,14,6,streak_breaker_189,streak_breaker
9,7,16,8,8,13,8,6,16,9,streak_breaker_190,streak_breaker
9,7,16,7,6,15,9,8,15,8,streak_breaker_191,streak_breaker
7,7,16,7,7,16,9,6,16,9,streak_breaker_192,streak_breaker
8,7,15,7,7,16,9,7,15,9,streak_breaker_193,streak_breaker
9,6,15,9,7,16,7,9,15,7,streak_breaker_194,streak_breaker
8,9,17,6,8,17,7,7,14,7,streak_breaker_195,streak_breaker
7,8,17,6,6,17,8,8,14,9,streak_breaker_196,streak_breaker
8,7,15,6,8,16,9,8,15,8,streak_breaker_197,streak_breaker
7,7,15,9,9,13,8,8,15,9,streak_breaker_198,streak_breaker
8,8,15,9,6,17,8,9,13,7,streak_breaker_199,streak_breaker
8,6,16,7,6,14,7,9,17,10,streak_breaker_200,streak_breaker
6,7,15,8,9,16,8,7,16,8,streak_breaker_201,streak_breaker
9,9,15,7,7,14,10,7,15,7,streak_breaker_202,streak_breaker
8,7,16,7,7,17,6,9,16,7,streak_breaker_203,streak_breaker
9,8,16,7,6,16,8,10,14,6,streak_breaker_204,streak_breaker
9,7,15,8,8,14,7,9,15,8,streak_breaker_205,streak_breaker
7,9,17,8,7,14,8,6,15,9,streak_breaker_206,streak_breaker
6,8,15,8,7,16,8,9,14,9,streak_breaker_207,streak_breaker
7,6,17,7,8,17,7,8,16,7,streak_breaker_208,streak_breaker
9,9,16,7,8,15,6,8,16,6,streak_breaker_209,streak_breaker
6,7,16,8,9,16,7,6,16,9,streak_breaker_210,streak_breaker
8,10,15,9,6,14,7,8,17,6,streak_breaker_211,streak_breaker
8,9,15,6,9,16,8,9,14,6,streak_breaker_212,streak_breaker
8,9,15,7,9,14,9,7,15,7,streak_breaker_213,streak_breaker
8,7,15,10,6,17,6,6,16,9,streak_breaker_214,streak_breaker
6,6,16,8,10,17,7,7,16,7,streak_breaker_215,streak_breaker
8,6,16,7,8,14,8,8,15,10,streak_breaker_216,streak_breaker
8,9,16,7,8,17,7,7,14,7,streak_breaker_217,streak_breaker
8,7,14,9,7,17,9,6,16,7,streak_breaker_218,streak_breaker
7,7,17,9,7,15,6,8,17,7,streak_breaker_219,streak_breaker
7,9,15,10,6,14,7,9,14,9,streak_breaker_220,streak_breaker
8,9,15,6,9,15,9,6,15,8,streak_breaker_221,streak_breaker
10,7,18,8,6,15,7,7,15,7,streak_breaker_222,streak_breaker
7,7,15,7,9,16,7,9,15,8,streak_breaker_223,streak_breaker
7,8,15,9,9,15,6,9,14,8,streak_breaker_224,streak_breaker
9,7,15,8,7,17,9,7,14,7,streak_breaker_225,streak_breaker
